101,6990,N/A,N/A
101,6994,N/A,N/A
29,6980,N/A,N/A
29,6981,N/A,N/A
29,6982,N/A,N/A
29,6985,N/A,N/A
29,6983,N/A,N/A
29,6984,N/A,N/A
29,6986,N/A,N/A
29,6987,N/A,N/A
29,7011,N/A,N/A
29,6989,N/A,N/A
29,6990,N/A,N/A
29,6991,N/A,N/A
29,6993,N/A,N/A
29,6995,N/A,N/A
29,6996,N/A,N/A
29,6997,N/A,N/A
29,6998,N/A,N/A
29,6999,N/A,N/A
29,7000,N/A,N/A
29,7003,N/A,N/A
29,9916,N/A,N/A
29,7005,N/A,N/A
29,7004,N/A,N/A
29,7006,N/A,N/A
29,7007,N/A,N/A
29,7008,N/A,N/A
34,7016,N/A,N/A
34,6983,N/A,N/A
34,6988,N/A,N/A
34,7012,N/A,N/A
34,9912,N/A,N/A
34,6992,N/A,N/A
34,6990,N/A,N/A
34,7018,N/A,N/A
34,7017,N/A,N/A
33,6980,N/A,N/A
33,6985,N/A,N/A
33,6999,N/A,N/A
33,7001,N/A,N/A
33,7002,N/A,N/A
33,7004,N/A,N/A
33,7006,N/A,N/A
33,7007,N/A,N/A
33,7008,N/A,N/A
31,6980,N/A,N/A
31,6982,N/A,N/A
31,6985,N/A,N/A
31,6983,N/A,N/A
31,6984,N/A,N/A
31,6986,N/A,N/A
31,6987,N/A,N/A
31,6988,N/A,N/A
31,6989,N/A,N/A
31,6992,N/A,N/A
31,6990,N/A,N/A
31,6991,N/A,N/A
31,6993,N/A,N/A
31,6995,N/A,N/A
31,6996,N/A,N/A
31,6997,N/A,N/A
31,6998,N/A,N/A
31,6999,N/A,N/A
31,7000,N/A,N/A
31,7001,N/A,N/A
31,7003,N/A,N/A
31,7005,N/A,N/A
31,7004,N/A,N/A
31,7006,N/A,N/A
31,7007,N/A,N/A
31,7008,N/A,N/A
