101,48634,35.210174,-83.661393
101,48918,35.334646,-83.825995
101,48928,N/A,N/A
101,49784,35.357814,-84.004367
101,48646,N/A,N/A
29,48466,34.862342,-76.997067
29,75190,34.691856,-77.086202
29,48470,N/A,N/A
29,49348,35.001219,-76.975919
29,75188,34.983249,-76.949401
29,48472,34.981830,-76.948972
29,48474,34.760841,-76.761708
29,48634,35.210174,-83.661393
29,48918,35.334646,-83.825995
29,48932,N/A,N/A
29,48928,N/A,N/A
29,48924,N/A,N/A
29,48922,35.3946,-83.5921
29,48678,N/A,N/A
29,48654,N/A,N/A
29,48668,N/A,N/A
29,48652,35.077151,-83.248488
29,48912,N/A,N/A
29,48114,35.766189,-82.36545
29,49216,35.283295,-82.721836
29,48522,35.752721,-82.221142
29,48596,35.804467,-82.204127
29,70836,35.737874,-83.022265
29,48600,N/A,N/A
29,48602,N/A,N/A
29,48954,35.686141,-81.911225
29,49080,36.007229,-81.615863
29,48956,35.690104,-82.196696
29,49006,35.991078,-81.761275
29,48116,35.284947,-82.726780
29,48170,35.28897,-82.38116
29,48172,35.482959,-82.6296
29,48130,35.28083,-82.7225
29,48148,35.407241,-82.644042
29,48160,35.373693,-82.941524
29,78591,35.377193,-82.73869
29,48934,35.3634421405,-79.86283122680
29,49086,35.447719,-80.076242
29,48938,N/A,N/A
29,48940,N/A,N/A
29,48950,N/A,N/A
29,48946,N/A,N/A
29,48944,N/A,N/A
29,48948,N/A,N/A
34,48466,34.862342,-76.997067
34,75191,34.882340,-77.193804
34,48488,34.935327,-77.092628
34,48508,34.971165,-77.14833
34,49348,35.001219,-76.975919
34,48478,34.860377,-77.051991
34,48480,34.797728,-77.178332
34,75187,34.901388,-76.818643
34,48492,34.901388,-76.818643
34,48474,34.760841,-76.761708
34,48634,35.210174,-83.661393
34,48918,35.334646,-83.825995
34,49462,35.3589519,-83.9312705
34,49692,N/A,N/A
34,49694,35.367209,-83.875863
34,48930,N/A,N/A
34,49868,35.359798,-83.981646
34,48638,N/A,N/A
34,48640,N/A,N/A
34,48688,N/A,N/A
34,48672,N/A,N/A
34,48686,N/A,N/A
34,48676,N/A,N/A
34,48916,N/A,N/A
34,49344,35.087292,-83.866882
34,48114,35.766189,-82.36545
34,49216,35.283295,-82.721836
34,70836,35.737874,-83.022265
34,48620,N/A,N/A
34,48954,35.686141,-81.911225
34,48974,N/A,N/A
34,49016,N/A,N/A
34,48116,35.284947,-82.726780
34,48260,35.330381,-82.920138
34,48934,35.3634421405,-79.86283122680
34,48952,N/A,N/A
34,48940,N/A,N/A
34,49596,35.438654,-80.048475
33,48466,34.862342,-76.997067
33,75190,34.691856,-77.086202
33,48470,N/A,N/A
33,75188,34.983249,-76.949401
33,48472,34.981830,-76.948972
33,48634,35.210174,-83.661393
33,48918,35.334646,-83.825995
33,48926,N/A,N/A
33,49650,35.35778,-83.9167
33,48642,35.226866,-83.658084
33,48674,N/A,N/A
33,48654,N/A,N/A
33,48668,N/A,N/A
33,48114,35.766189,-82.36545
33,48590,35.752581,-82.222565
33,48116,35.284947,-82.726780
33,48128,35.288752,-82.817688
33,48134,35.220784,-82.776242
33,78593,35.426171,-82.652601
33,48168,35.294164,-82.740043
33,48934,35.3634421405,-79.86283122680
33,49086,35.447719,-80.076242
33,48942,N/A,N/A
31,48466,34.862342,-76.997067
31,75190,34.691856,-77.086202
31,48470,N/A,N/A
31,75188,34.983249,-76.949401
31,48472,34.981830,-76.948972
31,48474,34.760841,-76.761708
31,48634,35.210174,-83.661393
31,48678,N/A,N/A
31,48654,N/A,N/A
31,48668,N/A,N/A
31,48652,35.077151,-83.248488
31,48114,35.766189,-82.36545
31,49216,35.283295,-82.721836
31,48522,35.752721,-82.221142
31,48596,35.804467,-82.204127
31,48954,35.686141,-81.911225
31,49080,36.007229,-81.615863
31,48956,35.690104,-82.196696
31,49006,35.991078,-81.761275
31,48934,35.3634421405,-79.86283122680
31,48938,N/A,N/A
31,48940,N/A,N/A
31,48944,N/A,N/A
